YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2013/11,False Alarm,Manhattan,326,04:55
2013/11,False Alarm,Bronx,313,04:58
2013/11,False Alarm,Staten Island,130,04:49
2013/11,False Alarm,Brooklyn,324,04:06
2013/11,False Alarm,Queens,349,04:35
2013/11,Medical Emergencies,Citywide,"17,134",04:21
2013/11,Medical Emergencies,Manhattan,"4,694",04:31
2013/11,Medical Emergencies,Bronx,"3,143",04:32
2013/11,Medical Emergencies,Staten Island,839,04:38
2013/11,Medical Emergencies,Brooklyn,"4,968",03:57
2013/11,Medical Emergencies,Queens,"3,490",04:30
2013/11,Medical False Alarm,Citywide,250,04:24
2013/11,Medical False Alarm,Manhattan,63,04:31
2013/11,Medical False Alarm,Bronx,46,05:04
2013/11,Medical False Alarm,Staten Island,14,04:28
2013/11,Medical False Alarm,Brooklyn,91,03:56
2013/11,Medical False Alarm,Queens,36,04:31
2013/11,NonMedical Emergencies,Citywide,"16,736",05:08
2013/11,NonMedical Emergencies,Manhattan,"4,755",05:17
2013/11,NonMedical Emergencies,Bronx,"3,384",05:31
2013/11,NonMedical Emergencies,Staten Island,772,05:05
2013/11,NonMedical Emergencies,Brooklyn,"4,496",04:37
2013/11,NonMedical Emergencies,Queens,"3,329",05:14
2013/11,NonStructural Fires,Citywide,"1,150",04:27
2013/11,NonStructural Fires,Manhattan,257,04:31
2013/11,NonStructural Fires,Bronx,188,04:46
2013/11,NonStructural Fires,Staten Island,70,04:54
2013/11,NonStructural Fires,Brooklyn,355,03:53
2013/11,NonStructural Fires,Queens,280,04:48
2013/11,Structural Fires,Citywide,"2,453",04:06
2013/11,Structural Fires,Manhattan,550,04:14
2013/11,Structural Fires,Bronx,584,04:15
2013/11,Structural Fires,Staten Island,128,04:29
2013/11,Structural Fires,Brooklyn,729,03:38
2013/11,Structural Fires,Queens,462,04:21
2013/12,All Fire/Emergency Incidents,Citywide,"40,479",04:45
2013/12,All Fire/Emergency Incidents,Manhattan,"10,971",05:02
2013/12,All Fire/Emergency Incidents,Bronx,"8,230",05:01
2013/12,All Fire/Emergency Incidents,Staten Island,"1,904",04:59
2013/12,All Fire/Emergency Incidents,Brooklyn,"11,581",04:12
2013/12,All Fire/Emergency Incidents,Queens,"7,793",04:54
2013/12,False Alarm,Citywide,"1,340",04:35
2013/12,False Alarm,Manhattan,322,05:15
2013/12,False Alarm,Bronx,334,04:41
2013/12,False Alarm,Staten Island,103,04:23
2013/12,False Alarm,Brooklyn,349,03:59
2013/12,False Alarm,Queens,232,04:30
2013/12,Medical Emergencies,Citywide,"17,839",04:25
2013/12,Medical Emergencies,Manhattan,"4,698",04:38
2013/12,Medical Emergencies,Bronx,"3,520",04:36
2013/12,Medical Emergencies,Staten Island,832,04:51
2013/12,Medical Emergencies,Brooklyn,"5,148",03:58
2013/12,Medical Emergencies,Queens,"3,641",04:35
2013/12,Medical False Alarm,Citywide,272,04:13
2013/12,Medical False Alarm,Manhattan,71,04:29
2013/12,Medical False Alarm,Bronx,49,04:37
2013/12,Medical False Alarm,Staten Island,7,05:25
2013/12,Medical False Alarm,Brooklyn,104,03:48
2013/12,Medical False Alarm,Queens,41,04:06
2013/12,NonMedical Emergencies,Citywide,"17,079",05:10
2013/12,NonMedical Emergencies,Manhattan,"4,901",05:25
2013/12,NonMedical Emergencies,Bronx,"3,516",05:30
2013/12,NonMedical Emergencies,Staten Island,826,05:15
2013/12,NonMedical Emergencies,Brooklyn,"4,725",04:34
2013/12,NonMedical Emergencies,Queens,"3,111",05:19
2013/12,NonStructural Fires,Citywide,"1,610",04:20
2013/12,NonStructural Fires,Manhattan,496,04:37
2013/12,NonStructural Fires,Bronx,236,04:31
2013/12,NonStructural Fires,Staten Island,24,04:26
2013/12,NonStructural Fires,Brooklyn,553,03:48
2013/12,NonStructural Fires,Queens,301,04:41
2013/12,Structural Fires,Citywide,"2,339",04:09
2013/12,Structural Fires,Manhattan,483,04:12
2013/12,Structural Fires,Bronx,575,04:20
2013/12,Structural Fires,Staten Island,112,04:30
2013/12,Structural Fires,Brooklyn,702,03:40
2013/12,Structural Fires,Queens,467,04:31
2014/01,All Fire/Emergency Incidents,Citywide,"47,381",05:10
2014/01,All Fire/Emergency Incidents,Manhattan,"12,810",05:21
2014/01,All Fire/Emergency Incidents,Bronx,"8,824",05:18
2014/01,All Fire/Emergency Incidents,Staten Island,"2,512",05:32
2014/01,All Fire/Emergency Incidents,Brooklyn,"13,929",04:41
2014/01,All Fire/Emergency Incidents,Queens,"9,306",05:25
2014/01,False Alarm,Citywide,"1,459",04:46
2014/01,False Alarm,Manhattan,290,05:01
2014/01,False Alarm,Bronx,310,04:54
2014/01,False Alarm,Staten Island,98,04:59
2014/01,False Alarm,Brooklyn,392,04:12
2014/01,False Alarm,Queens,369,04:59
2014/01,Medical Emergencies,Citywide,"17,188",04:31
2014/01,Medical Emergencies,Manhattan,"4,407",04:45
2014/01,Medical Emergencies,Bronx,"3,341",04:40
2014/01,Medical Emergencies,Staten Island,881,04:40
2014/01,Medical Emergencies,Brooklyn,"5,063",04:09
2014/01,Medical Emergencies,Queens,"3,496",04:40
2014/01,Medical False Alarm,Citywide,221,04:39
2014/01,Medical False Alarm,Manhattan,58,05:12
2014/01,Medical False Alarm,Bronx,32,05:03
2014/01,Medical False Alarm,Staten Island,10,04:24
2014/01,Medical False Alarm,Brooklyn,76,03:56
2014/01,Medical False Alarm,Queens,45,04:59
2014/01,NonMedical Emergencies,Citywide,"24,095",05:42
2014/01,NonMedical Emergencies,Manhattan,"6,777",05:46
2014/01,NonMedical Emergencies,Bronx,"4,416",05:50
2014/01,NonMedical Emergencies,Staten Island,"1,384",06:07
2014/01,NonMedical Emergencies,Brooklyn,"7,012",05:12
2014/01,NonMedical Emergencies,Queens,"4,506",06:04
2014/01,NonStructural Fires,Citywide,"1,985",04:22
2014/01,NonStructural Fires,Manhattan,664,04:33
2014/01,NonStructural Fires,Bronx,179,04:30
2014/01,NonStructural Fires,Staten Island,28,04:44
2014/01,NonStructural Fires,Brooklyn,639,03:50
2014/01,NonStructural Fires,Queens,475,04:46
2014/01,Structural Fires,Citywide,"2,433",04:14
2014/01,Structural Fires,Manhattan,614,04:29
2014/01,Structural Fires,Bronx,546,04:22
2014/01,Structural Fires,Staten Island,111,04:34
2014/01,Structural Fires,Brooklyn,747,03:42
2014/01,Structural Fires,Queens,415,04:37
2014/02,All Fire/Emergency Incidents,Citywide,"37,956",05:01
2014/02,All Fire/Emergency Incidents,Manhattan,"10,155",05:11
2014/02,All Fire/Emergency Incidents,Bronx,"7,279",05:22
2014/02,All Fire/Emergency Incidents,Staten Island,"1,967",05:09
2014/02,All Fire/Emergency Incidents,Brooklyn,"11,034",04:30
2014/02,All Fire/Emergency Incidents,Queens,"7,521",05:13
2014/02,False Alarm,Citywide,"1,268",04:51
2014/02,False Alarm,Manhattan,309,05:08
2014/02,False Alarm,Bronx,220,05:06
2014/02,False Alarm,Staten Island,74,04:53
2014/02,False Alarm,Brooklyn,340,04:18
2014/02,False Alarm,Queens,325,05:00
2014/02,Medical Emergencies,Citywide,"14,977",04:36
2014/02,Medical Emergencies,Manhattan,"3,974",04:44
2014/02,Medical Emergencies,Bronx,"2,926",04:50
2014/02,Medical Emergencies,Staten Island,756,04:42
2014/02,Medical Emergencies,Brooklyn,"4,280",04:12
2014/02,Medical Emergencies,Queens,"3,041",04:45
2014/02,Medical False Alarm,Citywide,190,04:39
2014/02,Medical False Alarm,Manhattan,60,04:33
2014/02,Medical False Alarm,Bronx,37,05:38
2014/02,Medical False Alarm,Staten Island,8,04:06
2014/02,Medical False Alarm,Brooklyn,54,04:04
2014/02,Medical False Alarm,Queens,31,04:51
2014/02,NonMedical Emergencies,Citywide,"16,912",05:30
2014/02,NonMedical Emergencies,Manhattan,"4,628",05:37
2014/02,NonMedical Emergencies,Bronx,"3,325",05:54
2014/02,NonMedical Emergencies,Staten Island,997,05:29
2014/02,NonMedical Emergencies,Brooklyn,"4,801",04:56
2014/02,NonMedical Emergencies,Queens,"3,161",05:45
2014/02,NonStructural Fires,Citywide,"2,562",04:31
2014/02,NonStructural Fires,Manhattan,698,04:44
2014/02,NonStructural Fires,Bronx,285,04:51
2014/02,NonStructural Fires,Staten Island,43,05:38
2014/02,NonStructural Fires,Brooklyn,956,04:04
2014/02,NonStructural Fires,Queens,580,04:48
2014/02,Structural Fires,Citywide,"2,047",04:15
2014/02,Structural Fires,Manhattan,486,04:19
2014/02,Structural Fires,Bronx,486,04:30
2014/02,Structural Fires,Staten Island,89,04:42
2014/02,Structural Fires,Brooklyn,603,03:46
2014/02,Structural Fires,Queens,383,04:33
2014/03,All Fire/Emergency Incidents,Citywide,"43,002",04:43
2014/03,All Fire/Emergency Incidents,Manhattan,"11,882",04:55
2014/03,All Fire/Emergency Incidents,Bronx,"8,448",05:01
2014/03,All Fire/Emergency Incidents,Staten Island,"2,140",04:51
2014/03,All Fire/Emergency Incidents,Brooklyn,"12,301",04:13
2014/03,All Fire/Emergency Incidents,Queens,"8,231",04:52
2014/03,False Alarm,Citywide,"1,635",04:37
2014/03,False Alarm,Manhattan,371,05:03
2014/03,False Alarm,Bronx,366,04:42
2014/03,False Alarm,Staten Island,124,05:01
2014/03,False Alarm,Brooklyn,413,04:04
2014/03,False Alarm,Queens,361,04:34
2014/03,Medical Emergencies,Citywide,"17,470",04:23
2014/03,Medical Emergencies,Manhattan,"4,481",04:34
2014/03,Medical Emergencies,Bronx,"3,367",04:36
2014/03,Medical Emergencies,Staten Island,848,04:29
2014/03,Medical Emergencies,Brooklyn,"5,220",04:02
2014/03,Medical Emergencies,Queens,"3,554",04:32
2014/03,Medical False Alarm,Citywide,240,04:15
2014/03,Medical False Alarm,Manhattan,58,04:11
2014/03,Medical False Alarm,Bronx,47,04:37
2014/03,Medical False Alarm,Staten Island,6,07:06
2014/03,Medical False Alarm,Brooklyn,89,03:51
2014/03,Medical False Alarm,Queens,40,04:21
2014/03,NonMedical Emergencies,Citywide,"19,952",05:04
2014/03,NonMedical Emergencies,Manhattan,"6,047",05:11
2014/03,NonMedical Emergencies,Bronx,"3,964",05:27
2014/03,NonMedical Emergencies,Staten Island,962,05:09
2014/03,NonMedical Emergencies,Brooklyn,"5,459",04:31
2014/03,NonMedical Emergencies,Queens,"3,520",05:14
2014/03,NonStructural Fires,Citywide,"1,286",04:18
2014/03,NonStructural Fires,Manhattan,338,04:35
2014/03,NonStructural Fires,Bronx,180,04:41
2014/03,NonStructural Fires,Staten Island,70,04:47
2014/03,NonStructural Fires,Brooklyn,403,03:40
2014/03,NonStructural Fires,Queens,295,04:31
2014/03,Structural Fires,Citywide,"2,419",04:03
2014/03,Structural Fires,Manhattan,587,04:12
2014/03,Structural Fires,Bronx,524,04:12
2014/03,Structural Fires,Staten Island,130,04:24
2014/03,Structural Fires,Brooklyn,717,03:31
2014/03,Structural Fires,Queens,461,04:27
2014/04,All Fire/Emergency Incidents,Citywide,"42,421",04:41
2014/04,All Fire/Emergency Incidents,Manhattan,"11,596",04:53
2014/04,All Fire/Emergency Incidents,Bronx,"8,386",04:55
2014/04,All Fire/Emergency Incidents,Staten Island,"2,115",04:49
2014/04,All Fire/Emergency Incidents,Brooklyn,"11,853",04:11
2014/04,All Fire/Emergency Incidents,Queens,"8,471",04:51
2014/04,False Alarm,Citywide,"1,698",04:33
2014/04,False Alarm,Manhattan,406,04:46
2014/04,False Alarm,Bronx,360,04:38
2014/04,False Alarm,Staten Island,132,04:53
2014/04,False Alarm,Brooklyn,396,04:08
2014/04,False Alarm,Queens,404,04:35
2014/04,Medical Emergencies,Citywide,"17,893",04:20
2014/04,Medical Emergencies,Manhattan,"4,742",04:28
2014/04,Medical Emergencies,Bronx,"3,491",04:31
2014/04,Medical Emergencies,Staten Island,826,04:25
2014/04,Medical Emergencies,Brooklyn,"5,130",03:57
2014/04,Medical Emergencies,Queens,"3,704",04:29
2014/04,Medical False Alarm,Citywide,261,04:22
2014/04,Medical False Alarm,Manhattan,61,04:12
2014/04,Medical False Alarm,Bronx,61,04:50
2014/04,Medical False Alarm,Staten Island,11,04:24
2014/04,Medical False Alarm,Brooklyn,84,03:55
2014/04,Medical False Alarm,Queens,44,04:46
2014/04,NonMedical Emergencies,Citywide,"18,946",05:02
2014/04,NonMedical Emergencies,Manhattan,"5,523",05:12
2014/04,NonMedical Emergencies,Bronx,"3,795",05:19
2014/04,NonMedical Emergencies,Staten Island,919,05:07
2014/04,NonMedical Emergencies,Brooklyn,"5,117",04:29
2014/04,NonMedical Emergencies,Queens,"3,592",05:14
2014/04,NonStructural Fires,Citywide,"1,391",04:33
2014/04,NonStructural Fires,Manhattan,356,04:33
2014/04,NonStructural Fires,Bronx,186,04:49
2014/04,NonStructural Fires,Staten Island,100,04:55
2014/04,NonStructural Fires,Brooklyn,424,03:58
2014/04,NonStructural Fires,Queens,325,04:54
2014/04,Structural Fires,Citywide,"2,232",04:07
2014/04,Structural Fires,Manhattan,508,04:14
2014/04,Structural Fires,Bronx,493,04:15
2014/04,Structural Fires,Staten Island,127,04:37
2014/04,Structural Fires,Brooklyn,702,03:39
2014/04,Structural Fires,Queens,402,04:26
2014/05,All Fire/Emergency Incidents,Citywide,"43,424",04:41
2014/05,All Fire/Emergency Incidents,Manhattan,"12,068",04:55
2014/05,All Fire/Emergency Incidents,Bronx,"8,505",04:54
2014/05,All Fire/Emergency Incidents,Staten Island,"2,176",04:45
2014/05,All Fire/Emergency Incidents,Brooklyn,"12,200",04:10
2014/05,All Fire/Emergency Incidents,Queens,"8,475",04:53
2014/05,False Alarm,Citywide,"1,769",04:36
2014/05,False Alarm,Manhattan,394,04:58
2014/05,False Alarm,Bronx,434,04:45
2014/05,False Alarm,Staten Island,121,04:40
2014/05,False Alarm,Brooklyn,434,04:04
2014/05,False Alarm,Queens,386,04:37
2014/05,Medical Emergencies,Citywide,"19,264",04:18
2014/05,Medical Emergencies,Manhattan,"5,303",04:29
2014/05,Medical Emergencies,Bronx,"3,649",04:28
2014/05,Medical Emergencies,Staten Island,899,04:24
2014/05,Medical Emergencies,Brooklyn,"5,612",03:55
2014/05,Medical Emergencies,Queens,"3,801",04:30
2014/05,Medical False Alarm,Citywide,289,04:19
2014/05,Medical False Alarm,Manhattan,71,04:34
2014/05,Medical False Alarm,Bronx,53,04:15
2014/05,Medical False Alarm,Staten Island,11,05:03
2014/05,Medical False Alarm,Brooklyn,98,03:48
2014/05,Medical False Alarm,Queens,56,04:49
2014/05,NonMedical Emergencies,Citywide,"18,789",05:05
2014/05,NonMedical Emergencies,Manhattan,"5,571",05:17
2014/05,NonMedical Emergencies,Bronx,"3,714",05:22
2014/05,NonMedical Emergencies,Staten Island,936,05:03
2014/05,NonMedical Emergencies,Brooklyn,"5,048",04:31
2014/05,NonMedical Emergencies,Queens,"3,520",05:18
2014/05,NonStructural Fires,Citywide,"1,119",04:25
2014/05,NonStructural Fires,Manhattan,259,04:36
2014/05,NonStructural Fires,Bronx,180,04:35
2014/05,NonStructural Fires,Staten Island,85,04:53
2014/05,NonStructural Fires,Brooklyn,335,03:50
2014/05,NonStructural Fires,Queens,260,04:42
2014/05,Structural Fires,Citywide,"2,194",04:08
2014/05,Structural Fires,Manhattan,470,04:18
2014/05,Structural Fires,Bronx,475,04:10
2014/05,Structural Fires,Staten Island,124,04:27
2014/05,Structural Fires,Brooklyn,673,03:39
2014/05,Structural Fires,Queens,452,04:32
2014/06,All Fire/Emergency Incidents,Citywide,"43,501",04:42
2014/06,All Fire/Emergency Incidents,Manhattan,"12,145",04:54
2014/06,All Fire/Emergency Incidents,Bronx,"8,737",04:56
2014/06,All Fire/Emergency Incidents,Staten Island,"2,196",04:50
2014/06,All Fire/Emergency Incidents,Brooklyn,"12,073",04:10
2014/06,All Fire/Emergency Incidents,Queens,"8,350",04:53
2014/06,False Alarm,Citywide,"1,912",04:29
2014/06,False Alarm,Manhattan,440,04:39
2014/06,False Alarm,Bronx,490,04:38
2014/06,False Alarm,Staten Island,169,04:37
2014/06,False Alarm,Brooklyn,433,04:04
2014/06,False Alarm,Queens,380,04:31
2014/06,Medical Emergencies,Citywide,"19,940",04:18
2014/06,Medical Emergencies,Manhattan,"5,548",04:28
2014/06,Medical Emergencies,Bronx,"3,818",04:26
2014/06,Medical Emergencies,Staten Island,899,04:36
2014/06,Medical Emergencies,Brooklyn,"5,801",03:55
2014/06,Medical Emergencies,Queens,"3,874",04:29
2014/06,Medical False Alarm,Citywide,315,04:23
2014/06,Medical False Alarm,Manhattan,61,04:22
2014/06,Medical False Alarm,Bronx,70,04:50
2014/06,Medical False Alarm,Staten Island,12,04:21
2014/06,Medical False Alarm,Brooklyn,118,03:51
2014/06,Medical False Alarm,Queens,54,04:59
2014/06,NonMedical Emergencies,Citywide,"18,151",05:08
2014/06,NonMedical Emergencies,Manhattan,"5,334",05:19
2014/06,NonMedical Emergencies,Bronx,"3,734",05:28
2014/06,NonMedical Emergencies,Staten Island,921,05:07
2014/06,NonMedical Emergencies,Brooklyn,"4,773",04:32
2014/06,NonMedical Emergencies,Queens,"3,389",05:21
2014/06,NonStructural Fires,Citywide,"1,254",04:18
2014/06,NonStructural Fires,Manhattan,331,04:21
2014/06,NonStructural Fires,Bronx,191,04:40
2014/06,NonStructural Fires,Staten Island,89,04:38
2014/06,NonStructural Fires,Brooklyn,354,03:41
2014/06,NonStructural Fires,Queens,289,04:38
2014/06,Structural Fires,Citywide,"1,929",04:06
2014/06,Structural Fires,Manhattan,431,04:17
2014/06,Structural Fires,Bronx,434,04:12
2014/06,Structural Fires,Staten Island,106,04:39
2014/06,Structural Fires,Brooklyn,594,03:37
2014/06,Structural Fires,Queens,364,04:24
2014/07,All Fire/Emergency Incidents,Citywide,"44,793",04:44
2014/07,All Fire/Emergency Incidents,Manhattan,"12,381",04:55
2014/07,All Fire/Emergency Incidents,Bronx,"9,051",05:00
2014/07,All Fire/Emergency Incidents,Staten Island,"2,290",04:49
2014/07,All Fire/Emergency Incidents,Brooklyn,"12,211",04:14
2014/07,All Fire/Emergency Incidents,Queens,"8,860",04:52
2014/07,False Alarm,Citywide,"2,018",04:36
2014/07,False Alarm,Manhattan,475,04:53
2014/07,False Alarm,Bronx,554,04:35
2014/07,False Alarm,Staten Island,157,04:41
2014/07,False Alarm,Brooklyn,436,04:23
2014/07,False Alarm,Queens,396,04:33
2014/07,Medical Emergencies,Citywide,"19,834",04:16
2014/07,Medical Emergencies,Manhattan,"5,428",04:23
2014/07,Medical Emergencies,Bronx,"3,723",04:29
2014/07,Medical Emergencies,Staten Island,968,04:29
2014/07,Medical Emergencies,Brooklyn,"5,791",03:54
2014/07,Medical Emergencies,Queens,"3,924",04:25
2014/07,Medical False Alarm,Citywide,308,04:28
2014/07,Medical False Alarm,Manhattan,99,04:16
2014/07,Medical False Alarm,Bronx,63,04:40
2014/07,Medical False Alarm,Staten Island,16,04:54
2014/07,Medical False Alarm,Brooklyn,80,04:17
2014/07,Medical False Alarm,Queens,50,04:49
2014/07,NonMedical Emergencies,Citywide,"19,507",05:11
2014/07,NonMedical Emergencies,Manhattan,"5,675",05:20
2014/07,NonMedical Emergencies,Bronx,"4,079",05:31
2014/07,NonMedical Emergencies,Staten Island,982,05:09
2014/07,NonMedical Emergencies,Brooklyn,"4,957",04:38
2014/07,NonMedical Emergencies,Queens,"3,814",05:20
2014/07,NonStructural Fires,Citywide,"1,240",04:26
2014/07,NonStructural Fires,Manhattan,313,04:32
2014/07,NonStructural Fires,Bronx,215,04:30
2014/07,NonStructural Fires,Staten Island,79,04:42
2014/07,NonStructural Fires,Brooklyn,352,04:02
2014/07,NonStructural Fires,Queens,281,04:40
2014/07,Structural Fires,Citywide,"1,886",04:06
2014/07,Structural Fires,Manhattan,391,04:16
2014/07,Structural Fires,Bronx,417,04:17
2014/07,Structural Fires,Staten Island,88,04:28
2014/07,Structural Fires,Brooklyn,595,03:37
2014/07,Structural Fires,Queens,395,04:25
2014/08,All Fire/Emergency Incidents,Citywide,"43,472",04:39
2014/08,All Fire/Emergency Incidents,Manhattan,"12,000",04:49
2014/08,All Fire/Emergency Incidents,Bronx,"8,753",04:57
2014/08,All Fire/Emergency Incidents,Staten Island,"2,047",04:46
2014/08,All Fire/Emergency Incidents,Brooklyn,"12,060",04:09
2014/08,All Fire/Emergency Incidents,Queens,"8,612",04:50
2014/08,False Alarm,Citywide,"1,856",04:32
2014/08,False Alarm,Manhattan,421,04:45
2014/08,False Alarm,Bronx,444,04:43
2014/08,False Alarm,Staten Island,136,04:44
2014/08,False Alarm,Brooklyn,406,04:04
2014/08,False Alarm,Queens,449,04:32
2014/08,Medical Emergencies,Citywide,"20,395",04:16
2014/08,Medical Emergencies,Manhattan,"5,751",04:21
2014/08,Medical Emergencies,Bronx,"3,839",04:27
2014/08,Medical Emergencies,Staten Island,887,04:29
2014/08,Medical Emergencies,Brooklyn,"5,925",03:55
2014/08,Medical Emergencies,Queens,"3,993",04:27
2014/08,Medical False Alarm,Citywide,297,04:20
2014/08,Medical False Alarm,Manhattan,77,04:38
2014/08,Medical False Alarm,Bronx,61,04:28
2014/08,Medical False Alarm,Staten Island,11,04:28
2014/08,Medical False Alarm,Brooklyn,96,03:56
2014/08,Medical False Alarm,Queens,52,04:28
2014/08,NonMedical Emergencies,Citywide,"17,849",05:05
2014/08,NonMedical Emergencies,Manhattan,"5,029",05:15
2014/08,NonMedical Emergencies,Bronx,"3,818",05:26
2014/08,NonMedical Emergencies,Staten Island,827,05:05
2014/08,NonMedical Emergencies,Brooklyn,"4,722",04:29
2014/08,NonMedical Emergencies,Queens,"3,453",05:19
2014/08,NonStructural Fires,Citywide,"1,130",04:26
2014/08,NonStructural Fires,Manhattan,274,04:43
2014/08,NonStructural Fires,Bronx,185,04:21
2014/08,NonStructural Fires,Staten Island,86,04:31
2014/08,NonStructural Fires,Brooklyn,320,04:02
2014/08,NonStructural Fires,Queens,265,04:37
2014/08,Structural Fires,Citywide,"1,945",04:06
2014/08,Structural Fires,Manhattan,448,04:15
2014/08,Structural Fires,Bronx,406,04:22
2014/08,Structural Fires,Staten Island,100,04:32
2014/08,Structural Fires,Brooklyn,591,03:33
2014/08,Structural Fires,Queens,400,04:23
2014/09,All Fire/Emergency Incidents,Citywide,"42,835",04:43
2014/09,All Fire/Emergency Incidents,Manhattan,"12,225",04:56
2014/09,All Fire/Emergency Incidents,Bronx,"8,441",04:55
2014/09,All Fire/Emergency Incidents,Staten Island,"2,073",04:43
2014/09,All Fire/Emergency Incidents,Brooklyn,"11,763",04:12
2014/09,All Fire/Emergency Incidents,Queens,"8,333",04:54
2014/09,False Alarm,Citywide,"1,629",04:36
2014/09,False Alarm,Manhattan,371,04:52
2014/09,False Alarm,Bronx,390,04:38
2014/09,False Alarm,Staten Island,97,04:49
2014/09,False Alarm,Brooklyn,381,04:07
2014/09,False Alarm,Queens,390,04:42
2014/09,Medical Emergencies,Citywide,"20,573",04:22
2014/09,Medical Emergencies,Manhattan,"5,793",04:32
2014/09,Medical Emergencies,Bronx,"3,930",04:32
2014/09,Medical Emergencies,Staten Island,961,04:29
2014/09,Medical Emergencies,Brooklyn,"5,794",03:57
2014/09,Medical Emergencies,Queens,"4,095",04:32
2014/09,Medical False Alarm,Citywide,302,04:22
2014/09,Medical False Alarm,Manhattan,90,04:46
2014/09,Medical False Alarm,Bronx,52,04:14
2014/09,Medical False Alarm,Staten Island,11,04:30
2014/09,Medical False Alarm,Brooklyn,97,03:53
2014/09,Medical False Alarm,Queens,52,04:41
2014/09,NonMedical Emergencies,Citywide,"17,332",05:07
2014/09,NonMedical Emergencies,Manhattan,"5,208",05:18
2014/09,NonMedical Emergencies,Bronx,"3,462",05:24
2014/09,NonMedical Emergencies,Staten Island,832,04:56
2014/09,NonMedical Emergencies,Brooklyn,"4,638",04:34
2014/09,NonMedical Emergencies,Queens,"3,192",05:22
2014/09,NonStructural Fires,Citywide,"1,022",04:19
2014/09,NonStructural Fires,Manhattan,274,04:35
2014/09,NonStructural Fires,Bronx,190,04:36
2014/09,NonStructural Fires,Staten Island,84,04:46
2014/09,NonStructural Fires,Brooklyn,257,03:42
2014/09,NonStructural Fires,Queens,217,04:19
2014/09,Structural Fires,Citywide,"1,977",04:11
2014/09,Structural Fires,Manhattan,489,04:20
2014/09,Structural Fires,Bronx,417,04:09
2014/09,Structural Fires,Staten Island,88,04:41
2014/09,Structural Fires,Brooklyn,596,03:44
2014/09,Structural Fires,Queens,387,04:37
2014/10,All Fire/Emergency Incidents,Citywide,"45,249",04:43
2014/10,All Fire/Emergency Incidents,Manhattan,"12,617",04:58
2014/10,All Fire/Emergency Incidents,Bronx,"9,077",04:55
2014/10,All Fire/Emergency Incidents,Staten Island,"2,258",04:51
2014/10,All Fire/Emergency Incidents,Brooklyn,"12,485",04:10
2014/10,All Fire/Emergency Incidents,Queens,"8,812",04:56
2014/10,False Alarm,Citywide,"1,692",04:41
2014/10,False Alarm,Manhattan,383,05:13
2014/10,False Alarm,Bronx,379,04:46
2014/10,False Alarm,Staten Island,152,04:38
2014/10,False Alarm,Brooklyn,421,04:05
2014/10,False Alarm,Queens,357,04:46
2014/10,Medical Emergencies,Citywide,"21,130",04:23
2014/10,Medical Emergencies,Manhattan,"5,936",04:34
2014/10,Medical Emergencies,Bronx,"4,112",04:32
2014/10,Medical Emergencies,Staten Island,968,04:39
2014/10,Medical Emergencies,Brooklyn,"5,994",03:57
2014/10,Medical Emergencies,Queens,"4,120",04:35
2014/10,Medical False Alarm,Citywide,257,04:23
2014/10,Medical False Alarm,Manhattan,67,04:51
2014/10,Medical False Alarm,Bronx,46,04:28
2014/10,Medical False Alarm,Staten Island,11,04:13
2014/10,Medical False Alarm,Brooklyn,78,03:50
2014/10,Medical False Alarm,Queens,55,04:35
2014/10,NonMedical Emergencies,Citywide,"18,892",05:05
2014/10,NonMedical Emergencies,Manhattan,"5,420",05:20
2014/10,NonMedical Emergencies,Bronx,"3,905",05:20
2014/10,NonMedical Emergencies,Staten Island,923,05:08
2014/10,NonMedical Emergencies,Brooklyn,"5,062",04:28
2014/10,NonMedical Emergencies,Queens,"3,582",05:20
2014/10,NonStructural Fires,Citywide,865,04:25
2014/10,NonStructural Fires,Manhattan,245,04:40
2014/10,NonStructural Fires,Bronx,143,04:42
2014/10,NonStructural Fires,Staten Island,63,04:44
2014/10,NonStructural Fires,Brooklyn,221,03:46
2014/10,NonStructural Fires,Queens,193,04:31
2014/10,Structural Fires,Citywide,"2,413",04:14
2014/10,Structural Fires,Manhattan,566,04:21
2014/10,Structural Fires,Bronx,492,04:20
2014/10,Structural Fires,Staten Island,141,04:35
2014/10,Structural Fires,Brooklyn,709,03:43
2014/10,Structural Fires,Queens,505,04:37
2014/11,All Fire/Emergency Incidents,Citywide,"43,189",04:48
2014/11,All Fire/Emergency Incidents,Manhattan,"11,828",05:04
2014/11,All Fire/Emergency Incidents,Bronx,"8,571",04:59
2014/11,All Fire/Emergency Incidents,Staten Island,"2,040",04:51
2014/11,All Fire/Emergency Incidents,Brooklyn,"12,076",04:17
2014/11,All Fire/Emergency Incidents,Queens,"8,674",05:01
2014/11,False Alarm,Citywide,"1,561",04:40
2014/11,False Alarm,Manhattan,321,05:04
2014/11,False Alarm,Bronx,341,04:46
2014/11,False Alarm,Staten Island,140,04:24
2014/11,False Alarm,Brooklyn,391,04:16
2014/11,False Alarm,Queens,368,04:43
2014/11,Medical Emergencies,Citywide,"19,204",04:29
2014/11,Medical Emergencies,Manhattan,"5,304",04:42
2014/11,Medical Emergencies,Bronx,"3,659",04:36
2014/11,Medical Emergencies,Staten Island,899,04:41
2014/11,Medical Emergencies,Brooklyn,"5,443",04:05
